egID	Symbol	Name	Location	class_type	Alias
8458	TTF2	transcription termination factor 2	1p13.1	#	HuF2; ZGRF6; zinc finger, GRF-type containing 6; RNA polymerase II termination factor; human factor 2; lodestar homolog; lodestar protein; transcription release factor 2; Transcription termination factor 2
55148	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	14q32.12	DNA modification cofactor	C14orf130; chromosome 14 open reading frame 130; N-recognin-7; Putative E3 ubiquitin-protein ligase UBR7
29128	UHRF1	ubiquitin like with PHD and ring finger domains 1	19p13.3	Histone modification read, Histone modification write cofactor	Np95; FLJ21925; RNF106; TDRD22; hNP95; hUHRF1; huNp95; RING finger protein 106; inverted CCAAT box-binding protein of 90 kDa; nuclear phosphoprotein 95; nuclear protein 95; nuclear zinc finger protein Np95; transcription factor ICBP90; ubiquitin-like PHD and RING finger domain-containing protein 1; Ubiquitin-like-containing PHD and RING finger domains protein 1; E3 ubiquitin-protein ligase UHRF1
115426	UHRF2	ubiquitin like with PHD and ring finger domains 2	9p24.1	Histone modification read	RNF107; URF2; MGC33463; TDRD23; Np95-like ring finger protein; ubiquitin-like with PHD and ring finger domains 2; RING finger protein 107; np95/ICBP90-like RING finger protein; nuclear protein 97; nuclear zinc finger protein NP97; ubiquitin-like PHD and RING finger domain-containing protein 2; ubiquitin-like, containing PHD and RING finger domains, 2; ubiquitin-like-containing PHD and RING finger domains protein 2; E3 ubiquitin-protein ligase UHRF2
7404	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked	Yq11.221	Histone modification erase	KDM6AL; ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome; ubiquitously transcribed tetratricopeptide repeat gene, Y-linked; KDM6AL1; ubiquitous TPR motif protein UTY; ubiquitously transcribed TPR gene on Y chromosome; ubiquitously-transcribed TPR protein on the Y chromosome; ubiquitously-transcribed Y chromosome tetratricopeptide repeat protein; Histone demethylase UTY
6944	VPS72	vacuolar protein sorting 72 homolog	1q21.3	Histone modification write cofactor	YL-1; YL1; Swc2; TCFL1; transcription factor-like 1; vacuolar protein sorting 72 (yeast); transformation suppressor gene YL-1; Protein YL-1; Vacuolar protein sorting-associated protein 72 homolog
11091	WDR5	WD repeat domain 5	9q34.2	Histone modification read	SWD3; CFAP89; SWD3, Set1c WD40 repeat protein, homolog (S. cerevisiae); cilia and flagella associated protein 89; BIG-3; BMP2-induced 3-kb gene protein; SWD3, Set1c WD40 repeat protein, homolog; WD-repeat protein 5; WD repeat-containing protein 5
54904	NSD3	nuclear receptor binding SET domain protein 3	8p11.23	Chromatin remodelling cofactor	
7468	NSD2	nuclear receptor binding SET domain protein 2	4p16.3	Histone modification write	
8089	YEATS4	YEATS domain containing 4	12q15	Histone modification write cofactor	NuBI-1; GAS41; YAF9; 4930573H17Rik; B230215M10Rik; NuMA binding protein 1; glioma-amplified sequence 41; glioma-amplified sequence-41; nuBI1; nuMA-binding protein 1; YEATS domain-containing protein 4
7528	YY1	YY1 transcription factor	14q32.2	Chromatin remodelling cofactor	UCRBP; YIN-YANG-1; INO80S; INO80 complex subunit S; Yin and Yang 1 protein; YY-1; delta transcription factor; Yin and yang 1; Transcriptional repressor protein YY1
10009	ZBTB33	zinc finger and BTB domain containing 33	Xq24	Histone modification write cofactor, Histone modification erase cofactor	ZNF-kaiso; kaiso; WUGSC:H_DJ525N14.1; ZNF348; kaiso transcription factor; zinc finger and BTB domain-containing protein 33; Transcriptional regulator Kaiso
253461	ZBTB38	zinc finger and BTB domain containing 38	3q23	#	FLJ35036; CIBZ; ZNF921; PPP1R171; protein phosphatase 1, regulatory subunit 171; Zinc finger and BTB domain-containing protein 38
57659	ZBTB4	zinc finger and BTB domain containing 4	17p13.1	#	KIAA1538; KAISO-L1; ZNF903; KAISO-like zinc finger protein 1; Zinc finger and BTB domain-containing protein 4
55063	ZCWPW1	zinc finger CW-type and PWWP domain containing 1	7q22.1	Histone modification read	FLJ10057; DKFZp434N0510; ZCW1; zinc finger, CW-type with PWWP domain 1; Zinc finger CW-type PWWP domain protein 1
152098	ZCWPW2	zinc finger CW-type and PWWP domain containing 2	3p24.1	#	ZCW2; Zinc finger CW-type PWWP domain protein 2
84619	ZGPAT	zinc finger CCCH-type and G-patch domain containing	20q13.33	#	dJ583P15.3; MGC44880; FLJ14972; ZC3HDC9; ZC3H9; GPATC6; GPATCH6; KIAA1847; g patch domain-containing protein 6; zinc finger CCCH domain-containing protein 9; zinc finger and G patch domain-containing protein; Zinc finger CCCH-type with G patch domain-containing protein
79830	ZMYM1	zinc finger MYM-type containing 1	1p34.3	#	FLJ23151; zinc finger, MYM domain containing 1; Zinc finger MYM-type protein 1
7750	ZMYM2	zinc finger MYM-type containing 2	13q12.11	Histone modification erase cofactor	FIM; ZNF198; zinc finger protein 198; SCLL; fused in myeloproliferative disorders protein; rearranged in an atypical myeloproliferative disorder; Rearranged in atypical myeloproliferative disorder protein; Zinc finger MYM-type protein 2
9203	ZMYM3	zinc finger MYM-type containing 3	Xq13.1	Histone modification erase cofactor	ZNF198L2; DXS6673E; KIAA0385; ZNF261; zinc finger protein 261; XFIM; Zinc finger MYM-type protein 3
9202	ZMYM4	zinc finger MYM-type containing 4	1p34.3	#	KIAA0425; ZNF198L3; ZNF262; zinc finger protein 262; CDIR; cell death inhibiting RNA; Zinc finger MYM-type protein 4
9205	ZMYM5	zinc finger MYM-type containing 5	13q12.11	#	ZNF198L1; ZNF237; zinc finger protein 237; HSPC050; zinc finger protein 198-like 1; Zinc finger MYM-type protein 5
9204	ZMYM6	zinc finger MYM-type containing 6	1p34.3	#	ZNF198L4; Buster2; ZBED7; zinc finger, BED-type containing 7; ZNF258; zinc finger protein 258; zinc finger, MYM-type containing 6; transposon-derived Buster2 transposase-like protein; Zinc finger MYM-type protein 6
10771	ZMYND11	zinc finger MYND-type containing 11	10p15.3	Histone modification read	BS69; zinc finger, MYND domain containing 11; BRAM1; MRD30; adenovirus 5 E1A-binding protein; bone morphogenetic protein receptor-associated molecule 1; Protein BS69; Zinc finger MYND domain-containing protein 11
23613	ZMYND8	zinc finger MYND-type containing 8	20q13.12	Histone modification erase cofactor	RACK7; PRKCBP1; protein kinase C binding protein 1; PRO2893; CTCL tumor antigen se14-3; cutaneous T-cell lymphoma-associated antigen se14-3; predicted protein of HQ2893; zinc finger MYND domain-containing protein 8; CTCL-associated antigen se14-3; Protein kinase C-binding protein 1
